id,question,option_a,option_b,option_c,option_d,correct_option
OIC-136-09-B,What is the primary difference between lidocaine and mepivacaine?,Both have a pKa of around 8.5,Lidocaine has a higher pKa than mepivacaine,Mepivacaine is more lipophilic than lidocaine,Both are used for regional anesthesia,b
OIC-136-10-B,What type of fibre relays visceral pain during the first phase of labour?,Aδ,C fibres,Pain specific to contractions is handled by Aδ fibres.,Vagus nerve,option_a
OIC-136-05-A,"What is the main difference between local, locoregional, and general anaesthesia?",General anaesthesia involves a reversible loss of consciousness.,Locoregional anaesthesia is used for chronic pain management only.,"Local anaesthesia can be performed by any doctor, regardless of their speciality.",General anaesthesia is the only type of anaesthetic that requires a preoperative explanation and consent.,c
OIC-136-12-B,What is a key aspect of Early Patient Recovery (EPR) after surgery?,Anticipating the organisation of care,Encouraging and stimulating patient autonomy,Controlling pain in all situations,Informing patients and training them in the process of ambulatory surgery,option_a
OIC-208-14-B,What is the primary indication for imaging examinations in chronic respiratory failure?,Chest X-rays,Pulmonary embolism,Cardiac catheterization,Hypertension treatment,option_a
OIC-208-04-B,What is a common sign of Pulmonary Hypertension (PH) that may suggest its diagnosis?,A decrease in jugular venous pressure,An increase in diastolic blood pressure,A decrease in cardiac output,An increase in pulmonary artery pressure,option_d
OIC-208-06-B,What is the primary goal of Functional Respiratory Interpretation (FRI) in the context of Chronic Respiratory Failure?,To identify patients with obstructive sleep apnea,To assess the severity of restrictive lung disease,To evaluate the effectiveness of bronchodilators,To diagnose chronic hypercapnia,b
OIC-208-11-B,What is the minimum PaO2 required to indicate stable obstructive chronic kidney disease (CKD)?,55 mmHg,60 mmHg,65 mmHg,70 mmHg,b
OIC-208-02-A,What is a characteristic sign of obstructive Chronic Respiratory Failure?,A dry cough,Exertional dyspnoea,Increased antero-posterior diameter,Kyphoscoliosis,option_a
OIC-208-08-A,What is the primary consequence of CKD on respiratory function?,Acute Respiratory Failure,Polycythemia,Group 3 Pulmonary Hypertension,Fluid and Sodium Retention,option_a
OIC-208-01-A,What is the threshold for chronic respiratory failure?,70 mmHg,50 mmHg,80 mmHg,90 mmHg,b
OIC-208-12-B,What is a common consequence of severe Chronic Kidney Disease (CKD) on patients' social lives?,Increased mobility,Decreased physical activity,Improved mental health,Reduced social interaction with family and friends,d
OIC-208-07-A,What is the primary indicator of decompensation in CKD?,Severe hypoxaemia,Uncompensated respiratory acidosis,Pulmonary embolism,Left ventricular failure,option_a
OIC-208-03-A,What is the definition of pulmonary hypertension?,A condition characterized by high blood pressure in the lungs,A type of kidney disease that affects the kidneys' ability to filter waste from the blood,A medical term for a rare condition where the heart and lungs work together incorrectly,"A common cause of pulmonary hypertension, often due to high levels of certain medications",A condition characterized by high blood pressure in the lungs
OIC-208-05-A,What is a key indicator for obstructive Chronic Respiratory Failure?,Spirometry with flow-volume curve (TVO: FEV1/CV=0.7),Plethysmography with chest distension (CPT=120% of predicted values),Maximum inspiratory pressure,Normal diffusion in plethysmography (CPT<80% of predicted values),option_a
OIC-208-09-B,What is the main cause of CKD in COPD?,Impaired alveolar-capillary diffusion,Bronchial dilatation,Obesity-hypoventilation syndrome,Neuromuscular diseases,option_a
OIC-208-10-B,What are the main mechanisms responsible for hypoxaemia and hypercapnia in chronic respiratory failure?,Increased diffusion of oxygen into the blood,Decreased ventilation efficiency,Increased alveolar dead space,Decreased perfusion to the lungs,b
OIC-208-13-B,What is a common misconception about oxygen therapy in hypercapnic patients?,Oxygen therapy should always be stopped when PaCO2 levels are low.,Hypercapnia is always a contraindication to oxygen therapy.,Nocturnal non-invasive ventilation (NIV) should only be initiated in cases of mild hypercapnia.,Oxygen saturation targets for hypercapnic patients are 100% < Saturation < 0%.,b
OIC-230-04-A,What is the main difference between a pericardial tamponade and aortic dissection?,Both are conditions that involve bleeding into the space surrounding the heart,"A pericardial tamponade involves fluid accumulation in the pericardial sac, while an aortic dissection is a tear in the inner layer of the aorta",Both conditions can cause chest pain and are often treated with medication,"A pericardial tamponade is more likely to be caused by a viral infection, while an aortic dissection is usually caused by high blood pressure",b
OIC-230-09-A,What is the primary biological test to diagnose acute coronary syndrome (ACS)?,Troponin,D-dimer,CRP,CBC/platelets,option_a
OIC-230-02-A,What is a common sign of neurological distress in chest pain?,A weak pulse,A rapid heartbeat,A faint smell of coffee,A sudden change in breathing pattern,a
OIC-230-11-B,What is the primary purpose of Trans-Thoracic Echocardiography (TTE) in diagnosing aortic dissection?,To visualize the true and false channels of the aortic dissection,To diagnose complications such as haemopericardium or aortic insufficiency,To assess the patient's cardiac function before surgery,To confirm the diagnosis in unstable patients,option_a
OIC-230-07-A,What is the main difference between a myocardial infarction with ST-segment elevation and one without?,ST-segment elevation ≥ 1 mm in inferior leads,ST-segment elevation ≥ 2 mm in precordial leads,Negative T waves are associated with both conditions,A new left bundle branch block is considered equivalent to ST+ if associated with a suggestive acute presentation,option_a
OIC-230-08-A,What is the typical radiographic finding for aortic dissection?,Widening of the mediastinum,Double contour of the aorta,Pulmonary hyperclarity,Cardiomegaly with heart in decanter,option_a
OIC-230-12-B,What is the most common cause of functional angina when faced with stress?,Tight aortic stenosis,Hypertrophic cardiomyopathy,Anaemia,Hyperthyroidism,a
OIC-230-14-A,What is a common extra-thoracic cause of chest pain?,Gastro-oesophageal reflux,Oesophageal spasm,Pancreatitis,Cholecystitis,b
OIC-230-10-B,What is the primary purpose of coronary angiography in acute coronary syndrome?,To confirm the location of a blockage,To diagnose the cause of chest pain,To determine if the patient has a heart attack,To identify the type of coronary artery disease,option_a
OIC-230-06-A,What is the primary characteristic of chest pain in acute coronary syndrome?,Radiating to the back,Trinitrophenol sensitive,Short duration,Circumstances of onset with exercise,d
OIC-230-13-A,What is a common cause of acute chest pain outside the four cardiovascular emergencies?,Infectious pneumopathy,Musculoskeletal parietal pain (Tietze syndrome),Pleural effusion,Rib fractures,option_a
OIC-230-05-A,What is the primary symptom of acute aortic dissection?,"Sudden, intense chest pain",Fainting or loss of consciousness,Abnormal heart rate,Neurological deficit,option_a
OIC-230-01-A,What is a characteristic of acute chest pain?,It usually occurs in the back,It typically lasts for hours,It only affects people who are sleeping,It always radiates to the left arm,option_a
OIC-156-01-A,What is the main difference between Septic Arthritis (SA) and Spondylodiscitis?,Both are caused by bacterial infections,Both can be treated with antibiotics,"Septic Arthritis occurs in joints, while Spondylodiscitis occurs in discs",Spondylodiscitis is more common in adults,c
OIC-156-03-B,What is the primary mechanism of onset for Infections in the bones and joints (IOA)?,Haematogenic: Positive blood culture indicates a secondary location in bone or joints during bacteremia.,"Inoculation: Direct contamination during surgery, puncture/infiltration, trauma, or a bite.",Contiguity: Extension of a local infection to the osteoarticular system through direct contact with an infected area.,Haematogenic: Positive blood culture indicates a secondary location in bone or joints during bacteremia.,option_a
