id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-261-08-A,"{""question"": ""What is the main criterion for not performing a renal biopsy in children with suspected minimal glomerular nephrotic syndrome?"", ""option_a"": ""Age less than 1 year"", ""option_b"": ""Age between 1 and 10 years, corticosensitive nephrotic syndrome, no family history of nephropathy, no extrarenal signs, and normal serum complement"", ""option_c"": ""Age over 10 years"", ""option_d"": ""Family history of nephropathy and extrarenal signs"", ""correct_option"": ""B""}",Positive diagnosis,What is the main criterion for not performing a renal biopsy in children with suspected minimal glomerular nephrotic syndrome?,Age less than 1 year,"Age between 1 and 10 years, corticosensitive nephrotic syndrome, no family history of nephropathy, no extrarenal signs, and normal serum complement",Age over 10 years,Family history of nephropathy and extrarenal signs,b
OIC-261-09-B,"{""question"": ""What is the primary approach to treating idiopathic SNLGM?"", ""option_a"": ""Surgery to remove the affected kidney"", ""option_b"": ""Prolonged high-dose oral corticosteroid therapy with adjuvant treatments"", ""option_c"": ""Intravenous immunoglobulin therapy"", ""option_d"": ""Dialysis to replace kidney function"", ""correct_option"": ""B""}",Management,What is the primary approach to treating idiopathic SNLGM?,Surgery to remove the affected kidney,Prolonged high-dose oral corticosteroid therapy with adjuvant treatments,Intravenous immunoglobulin therapy,Dialysis to replace kidney function,b
OIC-261-10-B,"{""question"": ""A patient with nephrotic syndrome is treated with corticosteroids and initially responds well, but relapses when the treatment is discontinued. What is the most likely prognosis for this patient?"", ""option_a"": ""Corticosteroid-sensitive NS with no risk of relapse"", ""option_b"": ""Corticosteroid-dependent NS, requiring the addition of an immunosuppressant"", ""option_c"": ""Corticosteroid-resistant NS, leading to end-stage chronic renal failure"", ""option_d"": ""Acute kidney injury, requiring immediate dialysis"", ""correct_option"": ""B""}",,"A patient with nephrotic syndrome is treated with corticosteroids and initially responds well, but relapses when the treatment is discontinued. What is the most likely prognosis for this patient?",Corticosteroid-sensitive NS with no risk of relapse,"Corticosteroid-dependent NS, requiring the addition of an immunosuppressant","Corticosteroid-resistant NS, leading to end-stage chronic renal failure","Acute kidney injury, requiring immediate dialysis",b
OIC-261-11-B,"{""question"": ""What is the primary target of the autoantibodies (anti-PLA2-R IgGs) in the serum of patients with primary extra-membranous glomerulopathy?"", ""option_a"": ""Podocytes"", ""option_b"": ""Mesangial cells"", ""option_c"": ""Epithelial cells"", ""option_d"": ""Endothelial cells"", ""correct_option"": ""A""}",Positive diagnosis,What is the primary target of the autoantibodies (anti-PLA2-R IgGs) in the serum of patients with primary extra-membranous glomerulopathy?,Podocytes,Mesangial cells,Epithelial cells,Endothelial cells,a
OIC-261-12-B,"{""question"": ""What is the typical timing of macroscopic haematuria in patients with IgA nephropathy following an episode of ENT infection?"", ""option_a"": ""Immediately after the infection"", ""option_b"": ""Within 24 hours of the infection"", ""option_c"": ""48 hours after the infection"", ""option_d"": ""More than 7 days after the infection"", ""correct_option"": ""C""}",Positive diagnosis,What is the typical timing of macroscopic haematuria in patients with IgA nephropathy following an episode of ENT infection?,Immediately after the infection,Within 24 hours of the infection,48 hours after the infection,More than 7 days after the infection,c
OIC-261-13-B,"{""question"": ""What is a poor prognostic factor for IgA nephropathy?"", ""option_a"": ""Female sex"", ""option_b"": ""Severity of hypertension"", ""option_c"": ""Presence of diabetes"", ""option_d"": ""Low creatinine levels at diagnosis"", ""correct_option"": ""B""}",Monitoring and/or prognosis,What is a poor prognostic factor for IgA nephropathy?,Female sex,Severity of hypertension,Presence of diabetes,Low creatinine levels at diagnosis,b
OIC-261-14-A,"{""question"": ""A patient presents with rapidly progressive renal failure, proteinuria, and haematuria, along with bilateral infiltrates indicating alveolar haemorrhage on imaging. Which of the following is the most likely diagnosis?"", ""option_a"": ""Granulomatosis with polyangiitis"", ""option_b"": ""Microscopic polyangiitis"", ""option_c"": ""Goodpasture's disease"", ""option_d"": ""Systemic lupus erythematosus"", ""correct_option"": ""C""}",Positive diagnosis,"A patient presents with rapidly progressive renal failure, proteinuria, and haematuria, along with bilateral infiltrates indicating alveolar haemorrhage on imaging. Which of the following is the most likely diagnosis?",Granulomatosis with polyangiitis,Microscopic polyangiitis,Goodpasture's disease,Systemic lupus erythematosus,c
OIC-261-15-A,"{""question"": ""What is the primary concern in a patient with GNRP syndrome presenting with alveolar haemorrhage and acute renal failure?"", ""option_a"": ""The risk of developing chronic kidney disease"", ""option_b"": ""The risk of permanent kidney failure"", ""option_c"": ""The risk of developing stage 5 chronic kidney disease"", ""option_d"": ""The risk of pulmonary oedema"", ""correct_option"": ""C""}",Emergency identification,What is the primary concern in a patient with GNRP syndrome presenting with alveolar haemorrhage and acute renal failure?,The risk of developing chronic kidney disease,The risk of permanent kidney failure,The risk of developing stage 5 chronic kidney disease,The risk of pulmonary oedema,c
OIC-261-16-B,"{""question"": ""A patient presents with acute nephritic syndrome approximately 2 weeks after an episode of untreated skin infection. Which of the following laboratory findings is most consistent with a diagnosis of acute post-infectious glomerulonephritis (GNA)?"", ""option_a"": ""Elevated C3 and C4 levels"", ""option_b"": ""Normal C3 and C4 levels"", ""option_c"": ""Drop in C3 and C4 levels"", ""option_d"": ""Elevated C3 and decreased C4 levels"", ""correct_option"": ""C""}",Positive diagnosis,A patient presents with acute nephritic syndrome approximately 2 weeks after an episode of untreated skin infection. Which of the following laboratory findings is most consistent with a diagnosis of acute post-infectious glomerulonephritis (GNA)?,Elevated C3 and C4 levels,Normal C3 and C4 levels,Drop in C3 and C4 levels,Elevated C3 and decreased C4 levels,c
OIC-261-17-B,"{""question"": ""What is the primary finding on immunofluorescence in the renal biopsy of a patient with suspected acute post-infectious glomerulonephritis?"", ""option_a"": ""Deposits of IgG in the mesangium"", ""option_b"": ""Deposits of C3 in the mesangium and in the wall of the glomerular capillaries"", ""option_c"": ""Deposits of IgA in the glomerular basement membrane"", ""option_d"": ""Absence of deposits in the glomeruli"", ""correct_option"": ""B""}",Additional tests,What is the primary finding on immunofluorescence in the renal biopsy of a patient with suspected acute post-infectious glomerulonephritis?,Deposits of IgG in the mesangium,Deposits of C3 in the mesangium and in the wall of the glomerular capillaries,Deposits of IgA in the glomerular basement membrane,Absence of deposits in the glomeruli,b
OIC-261-18-B,"{""question"": ""What is the primary approach to treating primary GNRP?"", ""option_a"": ""Symptomatic treatment only"", ""option_b"": ""High dose corticosteroids and immunosuppressants"", ""option_c"": ""Plasma exchange and biotherapies"", ""option_d"": ""Anti-CD20 antibodies and eradication of infectious sites"", ""correct_option"": ""B""}",Management,What is the primary approach to treating primary GNRP?,Symptomatic treatment only,High dose corticosteroids and immunosuppressants,Plasma exchange and biotherapies,Anti-CD20 antibodies and eradication of infectious sites,b
OIC-263-01-A,"{""question"": ""What is the primary classification of vascular nephropathies based on?"", ""option_a"": ""Rate of progression and location of renal arterial damage"", ""option_b"": ""Type of renal vessels involved"", ""option_c"": ""Cause or consequence of kidney disease"", ""option_d"": ""Drug prescription and education of hypertensive patients"", ""correct_option"": ""A""}",Definition,What is the primary classification of vascular nephropathies based on?,Rate of progression and location of renal arterial damage,Type of renal vessels involved,Cause or consequence of kidney disease,Drug prescription and education of hypertensive patients,a
OIC-263-02-A,"{""question"": ""What is the characteristic histological finding in the MAT syndrome?"", ""option_a"": ""Inflammation of the renal glomeruli"", ""option_b"": ""Thrombotic microangiopathy lesion"", ""option_c"": ""Fibrosis of the renal interstitium"", ""option_d"": ""Lymphocytic infiltration of the renal tubules"", ""correct_option"": ""B""}",Definition,What is the characteristic histological finding in the MAT syndrome?,Inflammation of the renal glomeruli,Thrombotic microangiopathy lesion,Fibrosis of the renal interstitium,Lymphocytic infiltration of the renal tubules,b
OIC-263-03-B,"{""question"": ""What is a common cause of thrombotic microangiopathy (MAT syndrome) in patients with a history of diarrhea?"", ""option_a"": ""Infections such as HIV virus or H1N1 influenza"", ""option_b"": ""Medications such as mitomycin C or gemcitabine"", ""option_c"": ""Typical enterobacteria producing 'Shiga-like toxins' (SLT)"", ""option_d"": ""Malignant hypertension"", ""correct_option"": ""C""}",Etiologies,What is a common cause of thrombotic microangiopathy (MAT syndrome) in patients with a history of diarrhea?,Infections such as HIV virus or H1N1 influenza,Medications such as mitomycin C or gemcitabine,Typical enterobacteria producing 'Shiga-like toxins' (SLT),Malignant hypertension,c
